mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
1000::CHR16:66932059-66934417(MSTRG.11745.1)	2358	381	1.0632	0.222480285995	0.789161703672719
1000::CHR16:66934475-66943632(MSTRG.11746.4)	9157	411	0.611	-0.201160296918	0.0548437695774954
1000::CHR16:66941152-66963256(MSTRG.11746.10)	22104	474	0.6771	-0.136240898298	0.0970778503297445
1000::CHR16:66546753-66569903(MSTRG.11752.1)	23150	693	0.5003	0.0418128309189	0.653322184769733
1000::CHR16:67606756-67638966(MSTRG.11763.11)	32210	813	1.1385	0.276308970748	0.993954708303682
1000::CHR16:67438037-67481079(MSTRG.11765.3)	43042	807	0.6266	0.0688260511584	0.804974911755478
1000::CHR16:67438825-67481079(MSTRG.11765.11)	42254	807	0.6266	0.0688260511584	0.81166875264837
1000::CHR16:67029116-67100083(MSTRG.11773.3)	70967	444	0.6761	-0.407596994978	0.0010117220852741
1000::CHR16:67029179-67101045(MSTRG.11773.7)	71866	444	0.6761	-0.407596994978	0.000963107019643817
1000::CHR16:67084158-67175681(MSTRG.11774.1)	91523	1068	1.1948	0.427265800572	0.997021108199053
1000::CHR16:67170502-67175681(MSTRG.11774.4)	5179	459	0.8583	0.0316592255132	0.543284000458266
1000::CHR16:67170538-67239948(MSTRG.11774.6)	69410	933	1.1266	0.079811119633	0.95975922720795
1000::CHR16:67170538-67175681(MSTRG.11774.7)	5143	459	0.8583	0.0316592255132	0.54377374179739
1000::CHR16:67170538-67175681(MSTRG.11774.8)	5143	459	0.8583	0.0316592255132	0.54377374179739
1000::CHR16:67109963-67148510(MSTRG.11775.4)	38547	420	0.6166	-0.0759492934833	0.0271581723685652
1000::CHR16:67147889-67159898(MSTRG.11776.1)	12009	534	1.2317	0.108741706784	0.916298850750262
1000::CHR16:67148113-67159898(MSTRG.11776.3)	11785	534	1.2317	0.108741706784	0.917236034171814
1000::CHR16:67154199-67159898(MSTRG.11776.5)	5699	393	0.6728	-0.0242642460802	0.171910586538543
1000::CHR16:67227130-67238177(MSTRG.11785.5)	11047	837	0.6898	0.0373038611277	0.971645902042154
1000::CHR16:67227213-67236602(MSTRG.11785.10)	9389	834	0.7391	0.0263053532904	0.975749535614043
1000::CHR16:67231450-67247478(MSTRG.11786.6)	16028	837	0.6898	0.0373038611277	0.963070121149134
1000::CHR16:67278157-67289307(MSTRG.11787.4)	11150	738	0.7558	0.211353736442	0.975982792047307
1000::CHR16:67278157-67288942(MSTRG.11787.5)	10785	738	0.7558	0.211353736442	0.976447472095429
1000::CHR16:67287950-67289307(MSTRG.11787.17)	1357	192	0.8884	-0.0301423679416	0.0533891551821262
1000::CHR16:67874660-67879739(MSTRG.11795.4)	5079	621	1.0122	0.299087331233	0.984401001256797
1000::CHR16:67929898-67936847(MSTRG.11797.5)	6949	429	0.6127	-0.00789221454162	0.206566183258798
1000::CHR16:67929898-67936847(MSTRG.11797.6)	6949	429	0.6127	-0.00789221454162	0.206566183258798
1000::CHR16:67929898-67936847(MSTRG.11797.7)	6949	429	0.6127	-0.00789221454162	0.206566183258798
1000::CHR16:67930925-67936850(MSTRG.11797.12)	5925	429	0.6127	-0.00789221454162	0.215920177284177
1000::CHR16:67828187-67843142(MSTRG.11802.10)	14955	741	0.848	-0.00934924283101	0.924711004274917
1000::CHR16:67842084-67844195(MSTRG.11803.1)	2111	945	1.119	0.502808845934	0.999927858872033
1000::CHR16:67942399-67968637(MSTRG.11806.9)	26238	669	0.7465	-0.00341485949969	0.6835397182561
1000::CHR16:67944485-67951929(MSTRG.11806.15)	7444	669	0.7465	-0.00341485949969	0.858220260777345
1000::CHR16:67944485-67951929(MSTRG.11806.16)	7444	669	0.7465	-0.00341485949969	0.858220260777345
1000::CHR16:68085400-68229255(MSTRG.11810.28)	143855	1107	0.9862	-0.095655668417	0.374678784986552
1000::CHR16:68085658-68226896(MSTRG.11810.32)	141238	1107	0.9862	-0.095655668417	0.408854478489823
1000::CHR16:68222289-68229249(MSTRG.11810.42)	6960	336	0.4874	-0.125327284959	0.0284324968854595
1000::CHR16:68530122-68567131(MSTRG.11824.3)	37009	675	1.0303	0.133607556349	0.886594996985473
1000::CHR16:68311056-68354180(MSTRG.11835.32)	43124	612	0.7374	-0.0256319901231	0.276940599651666
1000::CHR16:68311070-68354180(MSTRG.11835.39)	43110	612	0.7374	-0.0256319901231	0.277094341237668
1000::CHR16:69566056-69704652(MSTRG.11839.6)	138596	1842	1.0496	0.0540841051874	0.999891257428586
1000::CHR16:69650728-69726560(MSTRG.11842.1)	75832	1842	1.0496	0.0540841051874	0.999996517820817
1000::CHR16:69726768-69731566(MSTRG.11844.1)	4798	291	0.6588	-0.0813547326076	0.0448475488052083
1000::CHR16:69735625-69735850(MSTRG.11845.1)	225	30	1.1102	-0.297178515771	0.00414580308022502
1000::CHR16:69762362-69910250(MSTRG.11848.5)	147888	693	0.4933	-0.313948330389	0.000227335458101931
1000::CHR16:69976352-70065776(MSTRG.11851.2)	89424	828	0.7479	0.0468582641465	0.353035631786227
1000::CHR16:70114344-70162530(MSTRG.11854.2)	48186	633	0.7622	-0.216206132257	0.11172242677065
1000::CHR16:70114372-70158331(MSTRG.11854.4)	43959	633	0.7622	-0.216206132257	0.136874577218332
1000::CHR16:70114372-70157131(MSTRG.11854.5)	42759	633	0.7622	-0.216206132257	0.144835223012215
1000::CHR16:69099564-69117660(MSTRG.11865.1)	18096	981	1.163	0.412375611879	0.999827682431824
1000::CHR16:69106254-69117577(MSTRG.11865.3)	11323	981	1.163	0.412375611879	0.99988113120611
1000::CHR16:69106254-69117578(MSTRG.11865.4)	11324	981	1.163	0.412375611879	0.999881124688979
1000::CHR16:69118013-69132146(MSTRG.11866.4)	14133	552	1.2458	-0.0327444449101	0.841313924877697
1000::CHR16:69118111-69132572(MSTRG.11866.5)	14461	552	1.2458	-0.0327444449101	0.838898122388828
1000::CHR16:69118111-69132572(MSTRG.11866.6)	14461	552	1.2458	-0.0327444449101	0.838898122388828
1000::CHR16:69132663-69150634(MSTRG.11867.8)	17971	291	0.7894	0.0671534256243	0.0809502396815665
1000::CHR16:69133458-69143300(MSTRG.11867.12)	9842	291	0.7894	0.0671534256243	0.120916233690604
1000::CHR16:69311350-69329069(MSTRG.11869.8)	17719	558	0.6862	0.0956157539306	0.595904198673073
1000::CHR16:69311388-69322700(MSTRG.11869.10)	11312	558	0.6862	0.0956157539306	0.67693723376427
1000::CHR16:69220155-69330588(MSTRG.11871.1)	110433	642	0.4821	-0.218827630551	0.0017141553516244
1000::CHR16:69244432-69339564(MSTRG.11871.2)	95132	642	0.4821	-0.218827630551	0.00395762455505246
1000::CHR16:69259237-69330205(MSTRG.11871.3)	70968	642	0.4821	-0.218827630551	0.0147274846226704
1000::CHR16:69303489-69339552(MSTRG.11871.4)	36063	558	0.6862	0.0956157539306	0.350373687606645
1000::CHR16:69312282-69339583(MSTRG.11871.5)	27301	501	0.8822	0.402117088183	0.8533234758506
1000::CHR16:69321929-69353472(MSTRG.11871.7)	31543	405	0.8581	0.0887459169978	0.177932970244514
1000::CHR16:69321929-69339553(MSTRG.11871.8)	17624	405	0.8581	0.0887459169978	0.317081113586164
1000::CHR16:69355567-69385733(MSTRG.11871.21)	30166	444	0.7662	-0.17803513111	0.0495344536548977
1000::CHR16:69355567-69385988(MSTRG.11871.22)	30421	444	0.7662	-0.17803513111	0.0488803019289537
1000::CHR16:69424619-69518496(MSTRG.11874.8)	93877	630	0.8936	0.0671009692612	0.0801742075855435
1000::CHR16:69463337-69463710(MSTRG.11876.1)	373	138	0.627	-0.4294229369	0.00117009065181624
1000::CHR16:70619702-70624254(MSTRG.11878.1)	4552	225	0.4175	-0.13001286203	0.00731430319502476
1000::CHR16:70661370-70680025(MSTRG.11879.2)	18655	747	0.8568	0.0772233541817	0.949217200389264
1000::CHR16:70661424-70678339(MSTRG.11879.3)	16915	747	0.8568	0.0772233541817	0.953623954987647
1000::CHR16:70661445-70685878(MSTRG.11879.4)	24433	834	0.7634	0.159096903425	0.977234277389512
1000::CHR16:71285650-71289402(MSTRG.11881.7)	3752	207	0.6895	-0.183659646662	0.0114753610622779
1000::CHR16:70687441-70801157(MSTRG.11883.4)	113716	780	0.5014	-0.0362141676209	0.0212788633863433
1000::CHR16:70688043-70801144(MSTRG.11883.9)	113101	780	0.5014	-0.0362141676209	0.021992598562372
1000::CHR16:70688043-70800373(MSTRG.11883.10)	112330	780	0.5014	-0.0362141676209	0.0229204990760711
1000::CHR16:70454595-70473131(MSTRG.11890.1)	18536	573	0.602	-0.0791816031207	0.301635410716653
1000::CHR16:70299186-70373070(MSTRG.11899.12)	73884	501	0.5551	-0.157574873867	0.00488236710405278
1000::CHR16:70299192-70330066(MSTRG.11899.14)	30874	462	0.4635	-0.336719114779	0.00817780768063151
1000::CHR16:70346903-70373070(MSTRG.11899.27)	26167	387	0.5593	-0.00449051977966	0.0459649418811017
1000::CHR16:70324363-70439021(MSTRG.11901.1)	114658	558	0.5596	-0.0622882045158	0.00179406112513442
1000::CHR16:70324363-70402794(MSTRG.11901.2)	78431	558	0.5596	-0.0622882045158	0.0129310938011558
1000::CHR16:70375978-70439022(MSTRG.11901.4)	63044	558	0.5596	-0.0622882045158	0.029557455242921
1000::CHR16:71447597-71462247(MSTRG.11904.1)	14650	384	0.6602	-0.103961512956	0.0635248933923245
1000::CHR16:72084860-72093620(MSTRG.11912.4)	8760	324	0.6181	-0.0509863487868	0.0540304955761823
1000::CHR16:72096927-72108878(MSTRG.11916.5)	11951	666	1.296	0.279900512707	0.994137815749577
1000::CHR16:74660998-74662937(MSTRG.11930.9)	1939	237	0.9029	-0.0261559249008	0.0887037597095003
1000::CHR16:74424255-74607114(MSTRG.11932.1)	182859	783	0.8312	0.00378449414123	0.00201208700946798
1000::CHR16:74461489-74607112(MSTRG.11932.8)	145623	783	0.8312	0.00378449414123	0.0152941704787848
1000::CHR16:71845987-71857324(MSTRG.11947.3)	11337	2070	0.896	0.196441594305	0.99999999433746
1000::CHR16:71895510-71927838(MSTRG.11947.15)	32328	435	0.5181	-0.268844977042	0.0101525997487867
1000::CHR16:71895551-71927838(MSTRG.11947.21)	32287	435	0.5181	-0.268844977042	0.0101752168045716
1000::CHR16:71895553-71927838(MSTRG.11947.23)	32285	435	0.5181	-0.268844977042	0.0101763213502652
1000::CHR16:71895553-71927838(MSTRG.11947.24)	32285	435	0.5181	-0.268844977042	0.0101763213502652
1000::CHR16:72665133-72791788(MSTRG.11961.6)	126655	528	0.9943	0.459184634625	0.0658660080955745
1000::CHR16:72782915-72790671(MSTRG.11965.4)	7756	495	1.2632	0.167536469396	0.934338814847537
1000::CHR16:74671857-74700960(MSTRG.11981.3)	29103	429	0.7158	-0.0610059348609	0.0739604175551588
1000::CHR16:74712955-74741126(MSTRG.11982.1)	28171	966	0.5489	-0.0425103749867	0.955573530203738
1000::CHR16:75148494-75172000(MSTRG.11983.1)	23506	1059	0.6951	0.123117464939	0.997195670745342
1000::CHR16:74889723-74985083(MSTRG.11984.9)	95360	495	0.5703	-0.152231369069	0.00153591579977362
1000::CHR16:75229037-75250947(MSTRG.11994.4)	21910	996	0.988	0.160144828415	0.998485008329112
1000::CHR16:75229511-75250947(MSTRG.11994.12)	21436	996	0.988	0.160144828415	0.998523818356039
1000::CHR16:77140313-77202398(MSTRG.12005.1)	62085	939	1.0975	0.362671177376	0.994814695746013
1000::CHR16:77190927-77198673(MSTRG.12005.3)	7746	939	1.0975	0.362671177376	0.999735182494185
1000::CHR16:77190998-77202398(MSTRG.12005.7)	11400	939	1.0975	0.362671177376	0.999676455818866
1000::CHR16:77191031-77202433(MSTRG.12005.9)	11402	939	1.0975	0.362671177376	0.99967642034772
1000::CHR16:77191031-77202433(MSTRG.12005.10)	11402	939	1.0975	0.362671177376	0.99967642034772
1000::CHR16:75523731-75577881(MSTRG.12011.1)	54150	804	1.2512	0.254543050498	0.98296222457561
1000::CHR16:75538317-75556252(MSTRG.12012.13)	17935	669	0.518	0.0583991339048	0.692701002588859
1000::CHR16:75538317-75608445(MSTRG.12012.14)	70128	669	0.518	0.0583991339048	0.114150265145428
1000::CHR16:78099452-78757009(MSTRG.12015.5)	657557	714	0.6465	-0.202458725515	2.22044604925031e-16
1000::CHR16:78099675-78499907(MSTRG.12015.17)	400232	714	0.6465	-0.202458725515	9.39568598676455e-10
1000::CHR16:78099734-78574185(MSTRG.12015.21)	474451	714	0.6465	-0.202458725515	1.60530396780894e-11
1000::CHR16:78996319-79212657(MSTRG.12015.28)	216338	525	0.6382	-0.166511727913	3.28076849289257e-06
1000::CHR16:81445211-81711577(MSTRG.12040.2)	266366	1242	0.5068	-0.148471918384	0.000456095268439169
1000::CHR16:81445211-81711733(MSTRG.12040.3)	266522	1242	0.5068	-0.148471918384	0.000452212370180242
1000::CHR16:81445211-81711733(MSTRG.12040.4)	266522	1242	0.5068	-0.148471918384	0.000452212370180242
1000::CHR16:81445241-81711753(MSTRG.12040.5)	266512	1242	0.5068	-0.148471918384	0.000452460279772111
1000::CHR16:81703857-81711577(MSTRG.12040.15)	7720	423	0.6014	0.101597055513	0.303709989532255
1000::CHR16:84059303-84116795(MSTRG.12052.6)	57492	627	0.5873	0.0647363972776	0.175270241527298
1000::CHR16:84476355-84504629(MSTRG.12073.1)	28274	609	0.7403	-0.0809343403759	0.37646016038856
1000::CHR16:84476459-84504629(MSTRG.12073.3)	28170	609	0.7403	-0.0809343403759	0.377799682289694
1000::CHR16:84479791-84504659(MSTRG.12073.5)	24868	609	0.7403	-0.0809343403759	0.421201002738988
1000::CHR16:84177861-84187063(MSTRG.12077.7)	9202	1635	0.491	0.0963636153113	0.999995149160128
1000::CHR16:84699986-84779194(MSTRG.12078.1)	79208	630	1.1118	0.160729244885	0.4218148166771
1000::CHR16:84976104-85001737(MSTRG.12079.3)	25633	420	0.9182	-0.0343470717112	0.171031802334793
1000::CHR16:84976246-85004512(MSTRG.12079.6)	28266	420	0.9182	-0.0343470717112	0.151523323984035
1000::CHR16:84976246-85011390(MSTRG.12079.7)	35144	420	0.9182	-0.0343470717112	0.10911309670447
1000::CHR16:84976246-85004505(MSTRG.12079.8)	28259	420	0.9182	-0.0343470717112	0.151572675885622
1000::CHR16:84976246-85004707(MSTRG.12079.9)	28461	420	0.9182	-0.0343470717112	0.150153820621024
1000::CHR16:80975801-81006839(MSTRG.12080.62)	31038	408	0.4479	-0.156639500962	0.0124653699818865
1000::CHR16:80975853-81006839(MSTRG.12080.72)	30986	408	0.4479	-0.156639500962	0.0125005173689634
1000::CHR16:80976111-81006839(MSTRG.12080.82)	30728	408	0.4479	-0.156639500962	0.0126763547018152
1000::CHR16:81082820-81096318(MSTRG.12080.109)	13498	210	0.6154	-0.289620205493	0.0028565879696796
1000::CHR16:81007257-81022885(MSTRG.12081.7)	15628	366	0.5611	-0.18049470332	0.0229384349972043
1000::CHR16:81007263-81029309(MSTRG.12081.9)	22046	366	0.5611	-0.18049470332	0.0162441817099447
1000::CHR16:81035842-81115998(MSTRG.12082.1)	80156	1866	0.9506	0.0515141252583	0.999995178404112
1000::CHR16:81036058-81053257(MSTRG.12082.3)	17199	1866	0.9506	0.0515141252583	0.99999984724243
1000::CHR16:81036058-81115641(MSTRG.12082.4)	79583	1866	0.9506	0.0515141252583	0.999995327534871
1000::CHR16:85555967-85673354(MSTRG.12089.4)	117387	957	0.719	0.0158660434755	0.272211011494475
1000::CHR16:85555967-85676193(MSTRG.12089.5)	120226	957	0.719	0.0158660434755	0.242485712024784
1000::CHR16:85555967-85676077(MSTRG.12089.6)	120110	957	0.719	0.0158660434755	0.243655948922793
1000::CHR16:85612312-85676200(MSTRG.12089.9)	63888	957	0.719	0.0158660434755	0.8754449978751
1000::CHR16:85612317-85676200(MSTRG.12089.10)	63883	957	0.719	0.0158660434755	0.875474889099738
1000::CHR16:85612317-85676200(MSTRG.12089.11)	63883	957	0.719	0.0158660434755	0.875474889099738
1000::CHR16:85778624-85865874(MSTRG.12105.2)	87250	810	0.5457	0.145165514484	0.312520515105161
1000::CHR16:85779662-85799396(MSTRG.12105.6)	19734	456	1.0122	0.131510253281	0.61736543718187
1000::CHR16:87696457-87765986(MSTRG.12138.1)	69529	1488	0.4263	0.0521315149368	0.998879091272363
1000::CHR16:87698148-87765929(MSTRG.12138.3)	67781	1488	0.4263	0.0521315149368	0.998981432633353
1000::CHR16:87698148-87762016(MSTRG.12138.4)	63868	1488	0.4263	0.0521315149368	0.999177955697
1000::CHR16:87703026-87765931(MSTRG.12138.8)	62905	1488	0.4263	0.0521315149368	0.999220202671683
1000::CHR16:87707840-87765929(MSTRG.12138.16)	58089	1488	0.4263	0.0521315149368	0.99940106827709
1000::CHR16:87830087-87831258(MSTRG.12143.1)	1171	222	0.8141	0.0602383470601	0.0964665394403189
1000::CHR16:87951487-88076835(MSTRG.12148.17)	125348	3165	0.5071	0.0395151517219	0.999999999860897
1000::CHR16:88568082-88568404(MSTRG.12149.1)	322	285	0.6552	-0.300700508712	0.0144320787642187
1000::CHR16:88570478-88631847(MSTRG.12151.3)	61369	1107	0.4864	0.0219459329805	0.952635530626317
1000::CHR16:88570478-88631934(MSTRG.12151.4)	61456	1107	0.4864	0.0219459329805	0.952419823250049
1000::CHR16:88570478-88631930(MSTRG.12151.5)	61452	1107	0.4864	0.0219459329805	0.952429761267216
1000::CHR16:88570478-88631256(MSTRG.12151.6)	60778	1107	0.4864	0.0219459329805	0.95407643107285
1000::CHR16:88570478-88631424(MSTRG.12151.7)	60946	1107	0.4864	0.0219459329805	0.953671133746089
1000::CHR16:88599836-88631256(MSTRG.12151.10)	31420	1107	0.4864	0.0219459329805	0.990467801468811
1000::CHR16:88809469-88811920(MSTRG.12154.3)	2451	402	1.0504	0.204818412122	0.80193363379423
1000::CHR16:88809469-88811880(MSTRG.12154.4)	2411	402	1.0504	0.204818412122	0.802281770524229
1000::CHR16:88809518-88811880(MSTRG.12154.10)	2362	402	1.0504	0.204818412122	0.8027076093488
1000::CHR16:88857098-88861105(MSTRG.12156.4)	4007	468	0.5484	-0.0621765144784	0.214303733933274
1000::CHR16:89093898-89154584(MSTRG.12157.7)	60686	960	0.9442	0.324733234789	0.991915682627871
1000::CHR16:88657436-88663065(MSTRG.12161.13)	5629	339	0.7289	0.220617428837	0.379174223437783
1000::CHR16:88727055-88756811(MSTRG.12168.14)	29756	774	0.7516	0.0510047940823	0.890876471046226
1000::CHR16:89283127-89283531(MSTRG.12176.1)	404	255	1.0801	-0.266662451552	0.0525185668262826
1000::CHR16:89575782-89596816(MSTRG.12184.3)	21034	693	0.6595	0.172375404237	0.890003479216275
1000::CHR16:89575926-89596816(MSTRG.12184.5)	20890	693	0.6595	0.172375404237	0.890774070287523
1000::CHR16:89575932-89596816(MSTRG.12184.6)	20884	693	0.6595	0.172375404237	0.89080607523372
1000::CHR16:89873644-89913627(MSTRG.12187.8)	39983	948	1.2036	0.260338646389	0.998192608964434
1000::CHR16:89873644-89898835(MSTRG.12187.9)	25191	948	1.2036	0.260338646389	0.999196015393022
1000::CHR16:89884644-89900793(MSTRG.12187.16)	16149	696	0.7999	0.0937208124146	0.916741531008067
1000::CHR16:89905009-89911378(MSTRG.12187.25)	6369	525	0.7626	-0.0249245004289	0.543255914127385
1000::CHR16:89917014-89936091(MSTRG.12187.35)	19077	1227	1.2882	0.736494036917	0.999998945916564
1000::CHR16:89921138-89936092(MSTRG.12187.38)	14954	1227	1.2882	0.736494036917	0.999999159196702
1000::CHR16:89923354-89935070(MSTRG.12187.50)	11716	612	0.5003	-0.0692461726867	0.420789232760689
1000::CHR16:89923366-89935070(MSTRG.12187.53)	11704	612	0.5003	-0.0692461726867	0.420949606582371
1000::CHR17:212502-352790(MSTRG.12192.3)	140288	2394	0.4685	0.0179968580587	0.999997710512845
1000::CHR17:214702-352790(MSTRG.12192.9)	138088	2394	0.4685	0.0179968580587	0.999997970682983
1000::CHR17:348655-352790(MSTRG.12192.24)	4135	471	0.5665	0.00377982184258	0.307891368932315
1000::CHR16:89532535-89557425(MSTRG.12197.64)	24890	600	0.5184	0.0304903330506	0.375542179718894
1000::CHR17:793510-794096(MSTRG.12202.1)	586	228	0.7315	0.0410542957632	0.073164614963607
1000::CHR16:89948697-89966306(MSTRG.12203.1)	17609	1065	0.8744	0.0754214932658	0.99863180630472
1000::CHR16:89948803-89966306(MSTRG.12203.23)	17503	513	0.7676	-0.0437803722967	0.338838451725914
1000::CHR16:89948803-89966306(MSTRG.12203.24)	17503	513	0.7676	-0.0437803722967	0.338838451725914
1000::CHR16:89951838-89986477(MSTRG.12204.1)	34639	588	0.6657	0.197252367239	0.584775629789014
1000::CHR16:89972589-89996610(MSTRG.12206.5)	24021	588	0.6657	0.197252367239	0.71598002904297
1000::CHR16:89972594-89996610(MSTRG.12206.11)	24016	588	0.6657	0.197252367239	0.716035776163722
1000::CHR16:89972603-89996610(MSTRG.12206.13)	24007	588	0.6657	0.197252367239	0.716136104340533
1000::CHR16:89972618-89996610(MSTRG.12206.16)	23992	588	0.6657	0.197252367239	0.716303270411332
1000::CHR16:89972648-89996570(MSTRG.12206.18)	23922	435	0.4748	-0.216388634003	0.0188937025611689
1000::CHR16:89986528-89996610(MSTRG.12206.25)	10082	354	0.7229	-0.196903737214	0.0421394517365977
1000::CHR16:89986579-89996610(MSTRG.12206.26)	10031	354	0.7229	-0.196903737214	0.0422524692730854
1000::CHR16:89686680-89696038(MSTRG.12213.5)	9358	426	0.7591	0.026128170241	0.309963369303039
1000::CHR16:89686690-89696038(MSTRG.12213.9)	9348	426	0.7591	0.026128170241	0.310080657991862
1000::CHR16:89686692-89696164(MSTRG.12213.13)	9472	426	0.7591	0.026128170241	0.308628008130557
1000::CHR16:89690606-89696164(MSTRG.12213.23)	5558	390	0.5762	0.0184753930866	0.158208372557527
1000::CHR16:89711359-89720898(MSTRG.12216.6)	9539	636	0.647	-0.103587480654	0.590407000332024
1000::CHR16:89711856-89718164(MSTRG.12217.1)	6308	582	0.6779	0.132614434509	0.81434921993865
1000::CHR16:89711856-89738281(MSTRG.12217.2)	26425	636	0.647	-0.103587480654	0.36349359341124
1000::CHR16:89711867-89720683(MSTRG.12217.4)	8816	636	0.647	-0.103587480654	0.59995825200038
1000::CHR16:89717656-89718383(MSTRG.12218.1)	727	240	0.7797	0.0165142404101	0.0835315108328147
1000::CHR16:89732675-89816647(MSTRG.12219.2)	83972	558	0.8095	0.222895779221	0.114365750732325
1000::CHR16:89828698-89871313(MSTRG.12220.6)	42615	1233	0.9469	0.143974425424	0.999576805209774
1000::CHR17:799310-979462(MSTRG.12225.1)	180152	1308	1.044	0.174249029513	0.829692031478193
1000::CHR17:1336001-1400222(MSTRG.12231.1)	64221	456	0.9405	0.13134435873	0.0989392128754552
1000::CHR17:1336001-1400200(MSTRG.12231.2)	64199	456	0.9405	0.13134435873	0.0990468057962104
1000::CHR17:1009716-1031818(MSTRG.12234.15)	22102	555	0.602	0.0517594942339	0.391301533612284
1000::CHR17:511527-714856(MSTRG.12242.6)	203329	774	0.839	-0.028381342819	0.000501222789898421
1000::CHR17:714895-718122(MSTRG.12246.1)	3227	546	0.6931	-0.103295013474	0.466432834890207
1000::CHR17:1535507-1562630(MSTRG.12249.7)	27123	564	0.4487	0.0164972765098	0.204420109178198
1000::CHR17:1651663-1684807(MSTRG.12250.11)	33144	528	1.1182	0.019587120918	0.558440558692504
1000::CHR17:1711519-1716211(MSTRG.12253.21)	4692	513	0.6258	-0.132876639598	0.269826969052161
1000::CHR17:1728210-1738584(MSTRG.12254.11)	10374	876	1.0594	0.513213187728	0.99971691185147
1000::CHR17:1773266-1779182(MSTRG.12257.1)	5916	360	1.2746	0.183019691846	0.798849605193764
1000::CHR17:1829971-1898029(MSTRG.12259.2)	68058	600	0.6249	-0.209866071795	0.0185803600996305
1000::CHR17:1830005-1898017(MSTRG.12259.4)	68012	600	0.6249	-0.209866071795	0.0186264093436549
1000::CHR17:2337506-2380675(MSTRG.12265.3)	43169	639	0.7818	0.263424065148	0.77678731098985
1000::CHR17:2337612-2380810(MSTRG.12265.6)	43198	639	0.7818	0.263424065148	0.776511482920013
1000::CHR17:2337622-2381050(MSTRG.12265.7)	43428	639	0.7818	0.263424065148	0.774315289347726
1000::CHR17:2337622-2380675(MSTRG.12265.8)	43053	639	0.7818	0.263424065148	0.777888196106255
1000::CHR17:2372581-2380810(MSTRG.12265.15)	8229	639	0.7818	0.263424065148	0.959411930358235
1000::CHR17:2384073-2399520(MSTRG.12268.1)	15447	1368	0.4347	-0.157259721283	0.999234070166453
1000::CHR17:2410458-2511888(MSTRG.12270.3)	101430	564	0.661	-0.261059923936	0.00168264983093445
1000::CHR17:2059839-2303559(MSTRG.12274.1)	243720	501	0.6524	-0.0680920858133	1.0664865392376e-06
1000::CHR17:2256998-2305948(MSTRG.12286.1)	48950	465	0.8471	0.0357999242159	0.102219429093441
1000::CHR17:2324975-2336443(MSTRG.12288.3)	11468	495	0.4873	0.0156058686517	0.241436830960567
1000::CHR17:2593970-2670374(MSTRG.12292.16)	76404	675	0.8852	0.0808465986893	0.284141986893287
1000::CHR17:2689389-2711764(MSTRG.12296.5)	22375	741	0.9295	0.096553855836	0.953686112707489
1000::CHR17:2689389-2711792(MSTRG.12296.6)	22403	741	0.9295	0.096553855836	0.95361825399543
1000::CHR17:2689389-2694949(MSTRG.12296.7)	5560	741	0.9295	0.096553855836	0.981051137355752
1000::CHR17:2853673-3054583(MSTRG.12299.5)	200910	912	0.5447	0.0328661662016	0.00140791238119856
1000::CHR17:2853711-3037738(MSTRG.12299.7)	184027	840	0.5827	0.0311485340322	0.00179048757571558
1000::CHR17:3705103-3723837(MSTRG.12301.1)	18734	264	0.6511	-0.298261466069	0.00420362792302567
1000::CHR17:3811523-3825021(MSTRG.12305.3)	13498	366	0.8797	0.0220766192091	0.212919184643968
1000::CHR17:3565794-3639447(MSTRG.12307.5)	73653	690	0.923	0.0853400996747	0.389888985731754
1000::CHR17:3635242-3668578(MSTRG.12311.1)	33336	789	0.9138	0.159654027173	0.964073450695398
1000::CHR17:3656416-3668578(MSTRG.12311.3)	12162	483	1.013	0.178075115495	0.814717593544639
1000::CHR17:4269259-4366625(MSTRG.12315.1)	97366	1269	0.5031	0.160174729856	0.976715393527912
1000::CHR17:4269259-4366625(MSTRG.12315.2)	97366	1269	0.5031	0.160174729856	0.976715393527912
1000::CHR17:4269259-4365961(MSTRG.12315.3)	96702	606	0.5929	0.176659472476	0.0378652384961027
1000::CHR17:4272297-4366625(MSTRG.12315.7)	94328	1269	0.5031	0.160174729856	0.980217567329678
1000::CHR17:4538906-4554912(MSTRG.12320.5)	16006	657	0.8512	0.0879528843751	0.892086219527397
1000::CHR17:4552183-4555358(MSTRG.12320.14)	3175	303	0.8282	0.0978088857908	0.237906360143821
1000::CHR17:4017648-4143020(MSTRG.12321.4)	125372	492	0.4839	-0.404535904813	4.60774816866104e-05
1000::CHR17:4167836-4263956(MSTRG.12324.5)	96120	723	0.7652	0.0360367322487	0.103992957603494
1000::CHR17:4167836-4263956(MSTRG.12324.6)	96120	723	0.7652	0.0360367322487	0.103992957603494
1000::CHR17:4184864-4263965(MSTRG.12324.12)	79101	729	0.496	0.114857240248	0.167563001011919
1000::CHR17:4671388-4704129(MSTRG.12329.5)	32741	1104	1.348	-0.0856136388301	0.998946819114413
1000::CHR17:4674657-4703808(MSTRG.12329.9)	29151	546	0.4479	-0.155325061965	0.0619837138677892
1000::CHR17:4671451-4672371(MSTRG.12330.1)	920	783	1.2415	-0.135998645088	0.987074076407664
1000::CHR17:4786762-4789895(MSTRG.12336.1)	3133	441	0.6788	-0.190174202835	0.132326995811138
